"","det_id","perp_id","det_start","det_end","det_start_year","det_end_year","det_vulnerable_population","det_age_range","det_gender","det_status","det_violation","det_related_penal_facilities","det_province_penal_facility","det_penal_facility_affiliation","det_type_of_penal_facility","det_event","detainee_number","perp_nationality","perp_organisational_affiliation","perp_age_range","perp_rank","perp_related_penal_facility","perp_affiliated_province","perp_type_of_penal_facility","det_vulnerable_population_bi","det_violation_cl","Deprivation of Liberty","Sexual Violence","Torture","Freedom of Expression","Health","Fair Trial","Conscience and Religion","Forced Labor","Children","Life","Disability"
"596","det-A0601","perp-A0610","01/10/2009","31/10/2009",2009,2009,"Women","30-39","Female","Released from all facilities","Arbitrary Deprivation of Liberty_1_A0601|Violation of Freedom of Expression_A0601|Violation of Right to Health_1_A0601|Torture & CID_1_A0601","Hyesan City Labour Training Centre|Ryanggang Provincial MSS Holding Centre|Hyesan City MPS Detention Centre|Ryanggang Provincial MPS Detention Centre|Ryanggang Provincial Prosecutor's Office|Hyesan City MPS Waiting Room|Hyesan City MSS  Detention Centre","Ryanggang|Ryanggang|Ryanggang|Ryanggang|Ryanggang|Ryanggang|Ryanggang","People's Committee of North Korea|Ministry of State Security|Ministry of People's Security|Ministry of People's Security|Other North Korean government organisation|Ministry of People's Security|Ministry of State Security","Labour Training Centre|Holding Centre|Detention Centre|Detention Centre|Temporary Detention Facility::Office|Waiting Room|Detention Centre",1,1,"North Korean","Prosecution Office","30-39","Other","Ryanggang Provincial Prosecutor's Office","Ryanggang","Temporary Detention Facility::Office",1,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Right to Health|Torture & CID",1,0,1,1,1,0,0,0,0,0,0
"597","det-A0601","perp-A0609","01/10/2009","31/10/2009",2009,2009,"Women","30-39","Female","Released from all facilities","Arbitrary Deprivation of Liberty_1_A0601|Violation of Freedom of Expression_A0601|Violation of Right to Health_1_A0601|Torture & CID_1_A0601","Hyesan City Labour Training Centre|Ryanggang Provincial MSS Holding Centre|Hyesan City MPS Detention Centre|Ryanggang Provincial MPS Detention Centre|Ryanggang Provincial Prosecutor's Office|Hyesan City MPS Waiting Room|Hyesan City MSS  Detention Centre","Ryanggang|Ryanggang|Ryanggang|Ryanggang|Ryanggang|Ryanggang|Ryanggang","People's Committee of North Korea|Ministry of State Security|Ministry of People's Security|Ministry of People's Security|Other North Korean government organisation|Ministry of People's Security|Ministry of State Security","Labour Training Centre|Holding Centre|Detention Centre|Detention Centre|Temporary Detention Facility::Office|Waiting Room|Detention Centre",1,1,"North Korean","Prosecution Office","40-49","Other","Ryanggang Provincial Prosecutor's Office","Ryanggang","Temporary Detention Facility::Office",1,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Right to Health|Torture & CID",1,0,1,1,1,0,0,0,0,0,0
"598","det-A1691","perp-A1692","01/03/2000","31/03/2000",2000,2000,"Women","30-39","Female","Released from all facilities","Arbitrary Deprivation of Liberty_A1691|Violation of Freedom of Expression_A1691|Violation of Right to Health_A1691|Torture & CID_A1691","Kyongwon (Saebyul) County MPS Detention Centre","North Hamgyong","Ministry of People's Security","Detention Centre",1,2,"North Korean","Ministry of People’s Security","40-49","Unknown","Kyongwon (Saebyul) County MPS Detention Centre","North Hamgyong","Detention Centre",1,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Right to Health|Torture & CID",1,0,1,1,1,0,0,0,0,0,0
"599","det-A1690","perp-A1692","01/03/2000","31/03/2000",2000,2000,"N/A","20-29","Male","Released from all facilities","Arbitrary Deprivation of Liberty_A1690|Torture & CID_A1690|Violation of Right to Health_A1690|Violation of Freedom of Expression_A1690","Kyongwon (Saebyul) County MPS Detention Centre","North Hamgyong","Ministry of People's Security","Detention Centre",1,1,"North Korean","Ministry of People’s Security","40-49","Unknown","Kyongwon (Saebyul) County MPS Detention Centre","North Hamgyong","Detention Centre",0,"Arbitrary Deprivation of Liberty|Torture & CID|Violation of Right to Health|Violation of Freedom of Expression",1,0,1,1,1,0,0,0,0,0,0
"600","det-A1689","perp-A1692","01/03/2000","31/03/2000",2000,2000,"Women|Children","10-19","Female","Released from all facilities","Arbitrary Deprivation of Liberty_A1689|Violation of the Rights of Children_A1689|Violation of Right to Health_A1689|Violation of Freedom of Expression_A1689|Torture & CID_A1689","Kyongwon (Saebyul) County MPS Detention Centre","North Hamgyong","Ministry of People's Security","Detention Centre",1,3,"North Korean","Ministry of People’s Security","40-49","Unknown","Kyongwon (Saebyul) County MPS Detention Centre","North Hamgyong","Detention Centre",1,"Arbitrary Deprivation of Liberty|Violation of the Rights of Children|Violation of Right to Health|Violation of Freedom of Expression|Torture & CID",1,0,1,1,1,0,0,0,1,0,0
"601","det-A1671","perp-A1674","01/06/2019","30/06/2019",2019,2019,"N/A","50-59","Male","Released from all facilities","Arbitrary Deprivation of Liberty_A1671|Violation of Freedom of Expression_A1671|Forced Labour_A1671|Torture & CID_A1671","Hyesan City Sonbong-dong MSS Office","Ryanggang","Ministry of State Security","Temporary Detention Facility::Office",1,2,"North Korean","Ministry of State Security","40-49","Unknown","Hyesan City MSS Office","Ryanggang","Temporary Detention Facility::Office",0,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Forced Labour|Torture & CID",1,0,1,1,0,0,0,1,0,0,0
"602","det-A1671","perp-A1673","01/06/2019","30/06/2019",2019,2019,"N/A","50-59","Male","Released from all facilities","Arbitrary Deprivation of Liberty_A1671|Violation of Freedom of Expression_A1671|Forced Labour_A1671|Torture & CID_A1671","Hyesan City Sonbong-dong MSS Office","Ryanggang","Ministry of State Security","Temporary Detention Facility::Office",1,2,"North Korean","Ministry of State Security","50-59","Unknown","Hyesan City Sonbong-dong MSS Office","Ryanggang","Temporary Detention Facility::Office",0,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Forced Labour|Torture & CID",1,0,1,1,0,0,0,1,0,0,0
"603","det-A1670","perp-A1674","01/06/2019","30/06/2019",2019,2019,"Women","40-49","Female","Released from all facilities","Arbitrary Deprivation of Liberty_A1670|Violation of Freedom of Expression_A1670|Forced Labour_A1670|Torture & CID_A1670","Hyesan City Sonbong-dong MSS Office","Ryanggang","Ministry of State Security","Temporary Detention Facility::Office",1,1,"North Korean","Ministry of State Security","40-49","Unknown","Hyesan City MSS Office","Ryanggang","Temporary Detention Facility::Office",1,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Forced Labour|Torture & CID",1,0,1,1,0,0,0,1,0,0,0
"604","det-A1670","perp-A1673","01/06/2019","30/06/2019",2019,2019,"Women","40-49","Female","Released from all facilities","Arbitrary Deprivation of Liberty_A1670|Violation of Freedom of Expression_A1670|Forced Labour_A1670|Torture & CID_A1670","Hyesan City Sonbong-dong MSS Office","Ryanggang","Ministry of State Security","Temporary Detention Facility::Office",1,1,"North Korean","Ministry of State Security","50-59","Unknown","Hyesan City Sonbong-dong MSS Office","Ryanggang","Temporary Detention Facility::Office",1,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Forced Labour|Torture & CID",1,0,1,1,0,0,0,1,0,0,0
"605","det-A1485","perp-A2146","01/09/2005","30/06/2007",2005,2007,"N/A","30-39","Male","Released from all facilities","Arbitrary Deprivation of Liberty_A1485|Violation of Freedom of Expression_A1485|Violation of Right to Health_1_A1485|Violation of Right to Health_3_A1485|Violation of Right to Health_2_A1485|Violation of Right to Health_4_A1485|Violation of Right to Health_5_A1485|Violation of Right to Health_6_A1485|Violation of the Right to Freedom of Conscience, Thought and Religion_A1485|Violation of the Right to a Fair Trial_A1485|Forced Labour_1_A1485|Forced Labour_2_A1485|Forced Labour_3_A1485|Torture & CID_1_A1485|Torture & CID_2_A1485|Torture & CID_3_A1485|Torture & CID_4_A1485|Torture & CID_5_A1485|Torture & CID_6_A1485","Onsong County MSS Detention Centre|Onsong County Labour Training Centre|North Hamgyong Provincial MPS Holding Centre (Nongpo)|Hoeryong City MPS Detention Centre|Oro Labour Training Camp|Hoeryong City Labour Training Centre","North Hamgyong|North Hamgyong|North Hamgyong|North Hamgyong|South Hamgyong|North Hamgyong","Ministry of State Security|People's Committee of North Korea|Ministry of People's Security|Ministry of People's Security|Ministry of People's Security|People's Committee of North Korea","Detention Centre|Labour Training Centre|Holding Centre|Detention Centre|Labour Training Camp|Labour Training Centre",1,1,"North Korean","Ministry of People’s Security","30-39","Unknown","North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong","Holding Centre",0,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to a Fair Trial|Forced Labour|Forced Labour|Forced Labour|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Torture & CID|Torture & CID",1,0,1,1,1,1,1,1,0,0,0
"606","det-A1495","perp-A1496","01/06/2006","31/10/2006",2006,2006,"Women|Children","10-19","Female","Unknown","Violation of the Rights of Children_A1495|Arbitrary Deprivation of Liberty_A1495","Sinuiju City MSS Detention Centre|North Pyongan Provincial MPS Holding Centre","North Pyongan|North Pyongan","Ministry of State Security|Ministry of People's Security","Detention Centre|Holding Centre",1,3,"North Korean","Ministry of People’s Security","50-59","Unknown","North Pyongan Provincial MPS Holding Centre","North Pyongan","Holding Centre",1,"Violation of the Rights of Children|Arbitrary Deprivation of Liberty",1,0,0,0,0,0,0,0,1,0,0
"607","det-A1493","perp-A1496","01/06/2006","31/10/2006",2006,2006,"Women","30-39","Female","Death in custody","Arbitrary Deprivation of Liberty_A1493|Violation of the Right to Life_A1493|Violation of Right to Health_A1493","Sinuiju City MSS Detention Centre|North Pyongan Provincial MPS Holding Centre","North Pyongan|North Pyongan","Ministry of State Security|Ministry of People's Security","Detention Centre|Holding Centre",1,1,"North Korean","Ministry of People’s Security","50-59","Unknown","North Pyongan Provincial MPS Holding Centre","North Pyongan","Holding Centre",1,"Arbitrary Deprivation of Liberty|Violation of the Right to Life|Violation of Right to Health",1,0,0,0,1,0,0,0,0,1,0
"608","det-A1492","perp-A1497","01/06/2006","28/02/2007",2006,2007,"Women|Pregnant Women","30-39","Female","Released from all facilities","Arbitrary Deprivation of Liberty_A1492|Violation of Freedom of Expression_2_A1492|Violation of Freedom of Expression_1_A1492|Violation of Right to Health_1_A1492|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A1492|Violation of Freedom of Expression_3_A1492|Violation of Right to Health_2_A1492|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A1492|Violation of Right to Health_3_A1492|Violation of the Right to Freedom of Conscience, Thought and Religion_3_A1492|Violation of the Right to a Fair Trial_A1492|Forced Labour_A1492|Rape & Other Forms of Sexual Violence_1_A1492|Rape & Other Forms of Sexual Violence_2_A1492|Torture & CID_1_A1492|Rape & Other Forms of Sexual Violence_3_A1492|Torture & CID_2_A1492|Torture & CID_3_A1492","Sinuiju City MSS Detention Centre|North Pyongan Provincial MPS Holding Centre |Chongjin City Songpyong District MPS Detention Centre","North Pyongan|North Pyongan|North Hamgyong","Ministry of State Security|Ministry of People's Security|Ministry of People's Security","Detention Centre|Holding Centre|Detention Centre",1,1,"North Korean","Ministry of People’s Security","50-59","Unknown","Chongjin City Songpyong District MPS Detention Centre","North Hamgyong","Detention Centre",1,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Freedom of Expression|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to a Fair Trial|Forced Labour|Rape & Other Forms of Sexual Violence|Rape & Other Forms of Sexual Violence|Torture & CID|Rape & Other Forms of Sexual Violence|Torture & CID|Torture & CID",1,1,1,1,1,1,1,1,0,0,0
"609","det-A1492","perp-A1496","01/06/2006","28/02/2007",2006,2007,"Women|Pregnant Women","30-39","Female","Released from all facilities","Arbitrary Deprivation of Liberty_A1492|Violation of Freedom of Expression_2_A1492|Violation of Freedom of Expression_1_A1492|Violation of Right to Health_1_A1492|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A1492|Violation of Freedom of Expression_3_A1492|Violation of Right to Health_2_A1492|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A1492|Violation of Right to Health_3_A1492|Violation of the Right to Freedom of Conscience, Thought and Religion_3_A1492|Violation of the Right to a Fair Trial_A1492|Forced Labour_A1492|Rape & Other Forms of Sexual Violence_1_A1492|Rape & Other Forms of Sexual Violence_2_A1492|Torture & CID_1_A1492|Rape & Other Forms of Sexual Violence_3_A1492|Torture & CID_2_A1492|Torture & CID_3_A1492","Sinuiju City MSS Detention Centre|North Pyongan Provincial MPS Holding Centre |Chongjin City Songpyong District MPS Detention Centre","North Pyongan|North Pyongan|North Hamgyong","Ministry of State Security|Ministry of People's Security|Ministry of People's Security","Detention Centre|Holding Centre|Detention Centre",1,2,"North Korean","Ministry of People’s Security","50-59","Unknown","North Pyongan Provincial MPS Holding Centre","North Pyongan","Holding Centre",1,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Freedom of Expression|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of the Right to a Fair Trial|Forced Labour|Rape & Other Forms of Sexual Violence|Rape & Other Forms of Sexual Violence|Torture & CID|Rape & Other Forms of Sexual Violence|Torture & CID|Torture & CID",1,1,1,1,1,1,1,1,0,0,0
"610","det-A1556","perp-A1558","01/05/2004","30/09/2004",2004,2004,"Women","20-29","Female","Unknown","Violation of Right to Health_A1556|Violation of the Right to Freedom of Conscience, Thought and Religion_A1556|Torture & CID_A1556|Violation of Freedom of Expression_A1556","North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong","Ministry of People's Security","Holding Centre",1,7,"North Korean","Ministry of People’s Security","40-49","Major (sojwa)","North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong","Holding Centre",1,"Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Torture & CID|Violation of Freedom of Expression",0,0,1,1,1,0,1,0,0,0,0
